"ROW_ID","BILL_TO_NAME","BILL_TO_ACCOUNT","SITE_NUMBER","BUSINESS_UNIT","TXN_SOURCE","TXN_TYPE","RATE_IS_CORPORATE","REC_ACTIVITY_NAME_BANK","SUBINVENTORY","INTEGRATION_SOURCE","DISTRIBUTION_ACC_ID","REC_ACTIVITY_NAME_CASH","REGION","CUSTOMER_TYPE","COST_CENTER_CODE"
23731645,Nakhla IT Systems (LLC) Tamara,69011,"110007",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MEDALMATAL,Vend HQ,,Cash Rounding,SA,TAMARA,"314"
23731646,Hungerstation,45014,"110004",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MEDALMATAL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,"314"
23731647,Tabby Saudi For communication and IT,50011,"110006",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MEDALMATAL,Vend HQ,,Cash Rounding,SA,TABBY,"314"
23731648,MEDALMATAL,125014,"110003",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MEDALMATAL,Vend HQ,,Cash Rounding,SA,NORMAL,"314"
23731649,Mrsool,45015,"110005",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MEDALMATAL,Vend HQ,,Cash Rounding,SA,MRSOOL,"314"
23731670,HIRAAJED,138013,"121008",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,HIRAAJED,Vend HQ,,Cash Rounding,SA,NORMAL,"240"
23731671,Mrsool,45015,"121010",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,HIRAAJED,Vend HQ,,Cash Rounding,SA,MRSOOL,"240"
23731672,Hungerstation,45014,"121009",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,HIRAAJED,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,"240"
23731673,Tabby Saudi For communication and IT,50011,"121011",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,HIRAAJED,Vend HQ,,Cash Rounding,SA,TABBY,"240"
23731674,Nakhla IT Systems (LLC) Tamara,69011,"121012",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,HIRAAJED,Vend HQ,,Cash Rounding,SA,TAMARA,"240"
23731675,LELEMALL,139013,"122008",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,LELEMALL,Vend HQ,,Cash Rounding,SA,NORMAL,"1312"
23731676,Nakhla IT Systems (LLC) Tamara,69011,"122012",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,LELEMALL,Vend HQ,,Cash Rounding,SA,TAMARA,"1312"
23731677,Tabby Saudi For communication and IT,50011,"122011",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,LELEMALL,Vend HQ,,Cash Rounding,SA,TABBY,"1312"
23731678,Hungerstation,45014,"122009",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,LELEMALL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,"1312"
23731679,Mrsool,45015,"122010",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,LELEMALL,Vend HQ,,Cash Rounding,SA,MRSOOL,"1312"
23731685,Mrsool,45015,"123025",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MAKHIJZMLL,Vend HQ,,Cash Rounding,SA,MRSOOL,"1414"
23731686,Hungerstation,45014,"123024",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MAKHIJZMLL,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,"1414"
23731687,Tabby Saudi For communication and IT,50011,"123026",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MAKHIJZMLL,Vend HQ,,Cash Rounding,SA,TABBY,"1414"
23731688,Nakhla IT Systems (LLC) Tamara,69011,"123027",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MAKHIJZMLL,Vend HQ,,Cash Rounding,SA,TAMARA,"1414"
23731689,MAKHIJZMLL,140016,"123023",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,MAKHIJZMLL,Vend HQ,,Cash Rounding,SA,NORMAL,"1414"
23731756,Hungerstation,45014,"124070",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,JEDWAHBLVD,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,"0242"
23731755,Mrsool,45015,"124071",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,JEDWAHBLVD,Vend HQ,,Cash Rounding,SA,MRSOOL,"0242"
23731754,JEDWAHBLVD,141026,"124069",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,JEDWAHBLVD,Vend HQ,,Cash Rounding,SA,NORMAL,"0242"
23731768,Nakhla IT Systems (LLC) Tamara,69011,"134007",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,JUBAILMAL2,Vend HQ,,Cash Rounding,SA,TAMARA,"0905"
23731767,Tabby Saudi For communication and IT,50011,"134006",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,JUBAILMAL2,Vend HQ,,Cash Rounding,SA,TABBY,"0905"
23731766,Hungerstation,45014,"134004",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,JUBAILMAL2,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,"0905"
23731765,Mrsool,45015,"134005",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,JUBAILMAL2,Vend HQ,,Cash Rounding,SA,MRSOOL,"0905"
23731770,Hungerstation,45014,"134009",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,RYDMARINA,Vend HQ,,Cash Rounding,SA,HUNGERSTATION,"0151"
23731764,JUBAILMAL2,151012,"134003",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,JUBAILMAL2,Vend HQ,,Cash Rounding,SA,NORMAL,"0905"
23731769,RYDMARINA,151013,"134008",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,RYDMARINA,Vend HQ,,Cash Rounding,SA,NORMAL,"0151"
23731772,Nakhla IT Systems (LLC) Tamara,69011,"134012",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,RYDMARINA,Vend HQ,,Cash Rounding,SA,TAMARA,"0151"
23731771,Tabby Saudi For communication and IT,50011,"134011",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,RYDMARINA,Vend HQ,,Cash Rounding,SA,TABBY,"0151"
23731773,Mrsool,45015,"134010",AlQurashi-KSA,Vend,Vend Invoice,"1",Bank Charge,RYDMARINA,Vend HQ,,Cash Rounding,SA,MRSOOL,"0151"
